code,event_date,y_prob,prob_day1,prob_day2,prob_day3,prob_day4,prob_day5,prob_day6,prob_event,type,prob,order
300950,7/14/25,0.914174795,0.759992659,0.931468308,0.965897679,0.965897679,0.965897679,0.965897679,0.914174795,,,
300993,7/3/25,0.859191358,0.732338607,0.783934236,0.86394465,0.743719101,0.712011695,0.815333366,0.859191358,,,
300993,7/7/25,0.865928948,0.86394465,0.743719101,0.712011695,0.815333366,0.859191358,0.802628338,0.865928948,,,
300993,8/11/25,0.871909857,0.626708806,0.691644549,0.686737657,0.769623518,0.704744995,0.650391042,0.871909857,,,
300996,7/10/25,0.856205821,0.380483836,0.29531908,0.354132056,0.605424464,0.658097267,0.702807128,0.856205821,,,
300996,7/15/25,0.901954591,0.605424464,0.658097267,0.702807128,0.856205821,0.823667526,0.757026732,0.901954591,,,
300996,7/16/25,0.873727798,0.658097267,0.702807128,0.856205821,0.823667526,0.757026732,0.901954591,0.873727798,,,
300996,7/18/25,0.893192828,0.856205821,0.823667526,0.757026732,0.901954591,0.873727798,0.844811976,0.893192828,,,
301002,9/15/25,0.868012905,0.803682268,0.799793422,0.70004648,0.697451234,0.698680162,0.829085529,0.868012905,,,
301012,7/15/25,0.85126847,0.476930588,0.535792828,0.633197129,0.611892164,0.51605022,0.845438063,0.85126847,,,
600376,9/17/25,0.940546393,0.647365332,0.698156357,0.81936115,0.850395501,0.945144892,0.945120633,0.940546393,2,7.3,
301016,9/16/25,0.857008636,0.689271092,0.582937479,0.811076403,0.726697147,0.75574851,0.8207587,0.857008636,,,
301018,8/12/25,0.850296855,0.527273417,0.513289392,0.653557718,0.681768179,0.764457464,0.701828957,0.850296855,,,
301018,8/18/25,0.896539509,0.764457464,0.701828957,0.850296855,0.771438777,0.634360254,0.800060868,0.896539509,,,
301018,8/20/25,0.850913048,0.850296855,0.771438777,0.634360254,0.800060868,0.896539509,0.846285522,0.850913048,,,
301018,8/25/25,0.850970089,0.800060868,0.896539509,0.846285522,0.850913048,0.651345611,0.741916716,0.850970089,,,
301024,7/7/25,0.855484128,0.56883949,0.453227729,0.778419495,0.617695093,0.783901155,0.785985708,0.855484128,,,
301024,7/8/25,0.865508437,0.453227729,0.778419495,0.617695093,0.783901155,0.785985708,0.855484128,0.865508437,,,
301038,7/28/25,0.933235228,0.523478925,0.822205782,0.827434599,0.422914445,0.841099799,0.808291793,0.933235228,,,
301038,7/29/25,0.916021407,0.822205782,0.827434599,0.422914445,0.841099799,0.808291793,0.933235228,0.916021407,,,
301038,7/30/25,0.854874134,0.827434599,0.422914445,0.841099799,0.808291793,0.933235228,0.916021407,0.854874134,,,
301038,7/31/25,0.906073332,0.422914445,0.841099799,0.808291793,0.933235228,0.916021407,0.854874134,0.906073332,,,
301038,8/6/25,0.895058274,0.916021407,0.854874134,0.906073332,0.840342939,0.790141165,0.82998544,0.895058274,,,
301038,8/7/25,0.859497428,0.854874134,0.906073332,0.840342939,0.790141165,0.82998544,0.895058274,0.859497428,,,
301038,8/13/25,0.868650198,0.82998544,0.895058274,0.859497428,0.811487377,0.764726102,0.774222434,0.868650198,,,
301040,8/28/25,0.853472412,0.393638343,0.671483517,0.660173595,0.672100961,0.724758744,0.729820907,0.853472412,,,
301076,8/8/25,0.862004042,0.652764142,0.499697745,0.672811091,0.802441835,0.6937837,0.758606672,0.862004042,,,
301076,8/12/25,0.91481179,0.672811091,0.802441835,0.6937837,0.758606672,0.862004042,0.744611084,0.91481179,,,
301076,8/13/25,0.868457735,0.802441835,0.6937837,0.758606672,0.862004042,0.744611084,0.91481179,0.868457735,,,
301076,9/8/25,0.894011497,0.680692434,0.747776151,0.763880491,0.764982939,0.746474564,0.758029401,0.894011497,,,
301079,7/1/25,0.960892618,0.579395056,0.394031733,0.565371096,0.471818596,0.630267262,0.956307292,0.960892618,,,
301079,7/2/25,0.960892618,0.394031733,0.565371096,0.471818596,0.630267262,0.956307292,0.960892618,0.960892618,,,
301079,7/3/25,0.960892618,0.565371096,0.471818596,0.630267262,0.956307292,0.960892618,0.960892618,0.960892618,,,
301079,7/4/25,0.960892618,0.471818596,0.630267262,0.956307292,0.960892618,0.960892618,0.960892618,0.960892618,,,
301079,7/7/25,0.867372572,0.630267262,0.956307292,0.960892618,0.960892618,0.960892618,0.960892618,0.867372572,,,
301079,7/9/25,0.887260199,0.960892618,0.960892618,0.960892618,0.960892618,0.867372572,0.804113925,0.887260199,,,
301117,8/4/25,0.861993492,0.61833334,0.773091018,0.687304437,0.65135473,0.723053873,0.742292166,0.861993492,,,
301117,8/6/25,0.914241493,0.687304437,0.65135473,0.723053873,0.742292166,0.861993492,0.843993127,0.914241493,,,
301120,7/9/25,0.878326476,0.580091596,0.773386419,0.731351137,0.681918919,0.807812929,0.833771765,0.878326476,,,
301120,7/14/25,0.863029361,0.681918919,0.807812929,0.833771765,0.878326476,0.795295715,0.670743287,0.863029361,,,
301120,8/6/25,0.862847507,0.551020086,0.467357129,0.493632793,0.627470613,0.810652494,0.804620743,0.862847507,,,
301120,8/12/25,0.85235709,0.810652494,0.804620743,0.862847507,0.793048799,0.737548351,0.797808886,0.85235709,,,
301128,8/18/25,0.915532708,0.723405302,0.808078647,0.766232967,0.784295321,0.735623658,0.849226952,0.915532708,,,
301129,8/7/25,0.864105642,0.557253301,0.538906395,0.564468145,0.66459614,0.70629102,0.679052055,0.864105642,,,
301141,7/7/25,0.853191614,0.652142286,0.79833585,0.741583526,0.75899297,0.789360642,0.799741149,0.853191614,,,
301150,7/3/25,0.860805035,0.598940194,0.539033651,0.630658746,0.553470969,0.689648986,0.578391433,0.860805035,,,
301161,8/7/25,0.852948606,0.580508053,0.429975212,0.539801717,0.821254671,0.782727838,0.834447265,0.852948606,,,
301161,8/8/25,0.854374886,0.429975212,0.539801717,0.821254671,0.782727838,0.834447265,0.852948606,0.854374886,,,
301161,8/12/25,0.860972106,0.821254671,0.782727838,0.834447265,0.852948606,0.854374886,0.809147894,0.860972106,,,
301161,8/18/25,0.875136971,0.854374886,0.809147894,0.860972106,0.84163481,0.752660155,0.727662921,0.875136971,,,
301176,7/3/25,0.89211005,0.746443331,0.847511411,0.806164563,0.751249552,0.827628613,0.788358867,0.89211005,,,
301176,7/8/25,0.873668611,0.751249552,0.827628613,0.788358867,0.89211005,0.82716918,0.750918746,0.873668611,,,
301176,7/10/25,0.852542818,0.788358867,0.89211005,0.82716918,0.750918746,0.873668611,0.828612685,0.852542818,,,
301183,8/27/25,0.87592566,0.840293944,0.726122439,0.836699665,0.731234431,0.832243443,0.762457252,0.87592566,,,
301200,8/1/25,0.869276643,0.754309714,0.801177859,0.74326992,0.71375066,0.63975817,0.837424636,0.869276643,,,
301213,8/7/25,0.886086345,0.594083428,0.572473705,0.818767607,0.76701057,0.615956187,0.844897926,0.886086345,,,
301217,7/7/25,0.918749988,0.6859079,0.617918789,0.580806553,0.577381074,0.825353384,0.755024731,0.918749988,,,
301217,7/8/25,0.890096903,0.617918789,0.580806553,0.577381074,0.825353384,0.755024731,0.918749988,0.890096903,,,
301217,7/9/25,0.894608021,0.580806553,0.577381074,0.825353384,0.755024731,0.918749988,0.890096903,0.894608021,,,
301217,7/11/25,0.858178377,0.825353384,0.755024731,0.918749988,0.890096903,0.894608021,0.820758641,0.858178377,,,
301217,7/15/25,0.888567924,0.918749988,0.890096903,0.894608021,0.820758641,0.858178377,0.848629773,0.888567924,,,
301217,7/17/25,0.885573745,0.894608021,0.820758641,0.858178377,0.848629773,0.888567924,0.80268538,0.885573745,,,
301217,7/22/25,0.859570086,0.848629773,0.888567924,0.80268538,0.885573745,0.788830221,0.781434417,0.859570086,,,
301217,7/24/25,0.871363699,0.80268538,0.885573745,0.788830221,0.781434417,0.859570086,0.82741642,0.871363699,,,
301217,7/25/25,0.850336969,0.885573745,0.788830221,0.781434417,0.859570086,0.82741642,0.871363699,0.850336969,,,
301217,8/15/25,0.887112439,0.417402983,0.552901745,0.685914218,0.659032226,0.837975919,0.693134844,0.887112439,,,
301248,9/11/25,0.850530088,0.49465704,0.524252057,0.48493728,0.549886584,0.751655459,0.739030063,0.850530088,,,
301248,9/12/25,0.854179978,0.524252057,0.48493728,0.549886584,0.751655459,0.739030063,0.850530088,0.854179978,,,
301251,8/11/25,0.851977766,0.641544044,0.696585655,0.606617272,0.694087207,0.708565056,0.686605155,0.851977766,,,
301259,8/22/25,0.854769528,0.762197018,0.80630523,0.841022134,0.818579435,0.80739671,0.792827964,0.854769528,,,
301259,8/25/25,0.87854147,0.80630523,0.841022134,0.818579435,0.80739671,0.792827964,0.854769528,0.87854147,,,
301265,7/15/25,0.876031697,0.412089348,0.357774466,0.409978032,0.390430242,0.736425757,0.745971262,0.876031697,,,
301265,7/21/25,0.860237181,0.736425757,0.745971262,0.876031697,0.755526006,0.511726141,0.765886128,0.860237181,,,
301357,7/4/25,0.87291652,0.939902782,0.683969021,0.455080688,0.53597039,0.794867158,0.84064889,0.87291652,,,
301357,7/17/25,0.85748589,0.726751566,0.781360507,0.705064178,0.792986095,0.708299339,0.788085341,0.85748589,,,
301357,7/22/25,0.875451446,0.792986095,0.708299339,0.788085341,0.85748589,0.74476558,0.827668488,0.875451446,,,
301357,7/23/25,0.882392764,0.708299339,0.788085341,0.85748589,0.74476558,0.827668488,0.875451446,0.882392764,,,
301357,7/25/25,0.876626134,0.85748589,0.74476558,0.827668488,0.875451446,0.882392764,0.730474532,0.876626134,,,
301357,7/29/25,0.873310208,0.827668488,0.875451446,0.882392764,0.730474532,0.876626134,0.848466873,0.873310208,,,
301357,7/30/25,0.889462948,0.875451446,0.882392764,0.730474532,0.876626134,0.848466873,0.873310208,0.889462948,,,
301357,7/31/25,0.894204557,0.882392764,0.730474532,0.876626134,0.848466873,0.873310208,0.889462948,0.894204557,,,
301357,8/4/25,0.940349519,0.876626134,0.848466873,0.873310208,0.889462948,0.894204557,0.796450615,0.940349519,,,
301363,8/25/25,0.928282917,0.699507475,0.700837076,0.65144664,0.644224584,0.816599905,0.843476951,0.928282917,,,
301363,8/26/25,0.87018162,0.700837076,0.65144664,0.644224584,0.816599905,0.843476951,0.928282917,0.87018162,,,
301363,8/27/25,0.880208433,0.65144664,0.644224584,0.816599905,0.843476951,0.928282917,0.87018162,0.880208433,,,
301377,7/28/25,0.86740768,0.785148501,0.790050626,0.747762144,0.821223855,0.747266769,0.751966476,0.86740768,,,
301388,7/7/25,0.875530839,0.650030255,0.653520703,0.645948946,0.838011384,0.79191947,0.844290912,0.875530839,,,
301388,7/11/25,0.851616383,0.79191947,0.844290912,0.875530839,0.636134148,0.737227917,0.671609819,0.851616383,,,
301389,7/4/25,0.857300639,0.682624042,0.765940845,0.738092422,0.740960181,0.749979675,0.828686595,0.857300639,,,
301389,7/31/25,0.869299412,0.717867792,0.746331453,0.747846007,0.829274297,0.83520472,0.799164891,0.869299412,,,
301389,8/1/25,0.857574821,0.746331453,0.747846007,0.829274297,0.83520472,0.799164891,0.869299412,0.857574821,,,
301389,8/5/25,0.886819661,0.829274297,0.83520472,0.799164891,0.869299412,0.857574821,0.803239405,0.886819661,,,
301389,8/8/25,0.893127501,0.869299412,0.857574821,0.803239405,0.886819661,0.829626501,0.844281435,0.893127501,,,
301389,8/11/25,0.88693881,0.857574821,0.803239405,0.886819661,0.829626501,0.844281435,0.893127501,0.88693881,,,
301389,8/21/25,0.871567249,0.777460635,0.769110858,0.624346375,0.816304028,0.77084738,0.837643147,0.871567249,,,
301389,8/25/25,0.854704082,0.624346375,0.816304028,0.77084738,0.837643147,0.871567249,0.63977313,0.854704082,,,
301389,8/27/25,0.890020609,0.77084738,0.837643147,0.871567249,0.63977313,0.854704082,0.766385615,0.890020609,,,
301389,9/2/25,0.855800927,0.854704082,0.766385615,0.890020609,0.818337083,0.765234828,0.816614091,0.855800927,,,
601388,9/17/25,0.854665101,0.508226156,0.564143777,0.47921589,0.668161333,0.735864162,0.634485126,0.854665101,1,7.3,
301396,8/25/25,0.874368489,0.722120404,0.72303468,0.742397249,0.770705044,0.777370989,0.694120824,0.874368489,,,
301397,8/25/25,0.856523871,0.773777544,0.80175519,0.790960968,0.691128969,0.672216535,0.718244433,0.856523871,,,
301487,9/8/25,0.864217699,0.723820806,0.749887407,0.766506851,0.758964241,0.7178334,0.824772477,0.864217699,,,
301487,9/12/25,0.905768454,0.7178334,0.824772477,0.864217699,0.821334422,0.802674294,0.761023402,0.905768454,,,
301487,9/15/25,0.88210398,0.824772477,0.864217699,0.821334422,0.802674294,0.761023402,0.905768454,0.88210398,,,
301487,9/16/25,0.878914237,0.864217699,0.821334422,0.802674294,0.761023402,0.905768454,0.88210398,0.878914237,,,
301489,7/31/25,0.869283915,0.664936125,0.763216078,0.734654963,0.755843878,0.719646394,0.764516056,0.869283915,,,
301505,7/2/25,0.88423872,0.660212576,0.669801891,0.596981943,0.597293198,0.625028193,0.604721189,0.88423872,,,
301505,7/3/25,0.913429141,0.669801891,0.596981943,0.597293198,0.625028193,0.604721189,0.88423872,0.913429141,,,
301505,7/4/25,0.883457303,0.596981943,0.597293198,0.625028193,0.604721189,0.88423872,0.913429141,0.883457303,,,
301505,7/7/25,0.89111793,0.597293198,0.625028193,0.604721189,0.88423872,0.913429141,0.883457303,0.89111793,,,
301505,7/9/25,0.882514298,0.604721189,0.88423872,0.913429141,0.883457303,0.89111793,0.814976633,0.882514298,,,
301505,7/10/25,0.957305074,0.88423872,0.913429141,0.883457303,0.89111793,0.814976633,0.882514298,0.957305074,,,
301505,7/11/25,0.957305074,0.913429141,0.883457303,0.89111793,0.814976633,0.882514298,0.957305074,0.957305074,,,
301505,7/14/25,0.957305074,0.883457303,0.89111793,0.814976633,0.882514298,0.957305074,0.957305074,0.957305074,,,
301505,7/15/25,0.856381834,0.89111793,0.814976633,0.882514298,0.957305074,0.957305074,0.957305074,0.856381834,,,
301511,7/21/25,0.863083243,0.655121922,0.583103359,0.600867152,0.698914468,0.735659897,0.658160448,0.863083243,,,
301511,7/28/25,0.850450993,0.658160448,0.863083243,0.778776944,0.813503027,0.805327237,0.730914891,0.850450993,,,
301511,7/29/25,0.862528205,0.863083243,0.778776944,0.813503027,0.805327237,0.730914891,0.850450993,0.862528205,,,
301511,7/30/25,0.859876454,0.778776944,0.813503027,0.805327237,0.730914891,0.850450993,0.862528205,0.859876454,,,
301517,8/21/25,0.88309902,0.566786885,0.623989582,0.355584443,0.265007138,0.359375745,0.591082036,0.88309902,,,
301517,8/22/25,0.88309902,0.623989582,0.355584443,0.265007138,0.359375745,0.591082036,0.88309902,0.88309902,,,
301517,8/25/25,0.88309902,0.355584443,0.265007138,0.359375745,0.591082036,0.88309902,0.88309902,0.88309902,,,
301526,7/9/25,0.878805041,0.67478466,0.632660806,0.637303889,0.828146815,0.795978487,0.837622106,0.878805041,,,
301526,7/10/25,0.865626514,0.632660806,0.637303889,0.828146815,0.795978487,0.837622106,0.878805041,0.865626514,,,
301526,8/15/25,0.870295167,0.591690481,0.558854342,0.713134706,0.622107863,0.690871716,0.771461427,0.870295167,,,
600052,9/12/25,0.866048694,0.515983522,0.691195309,0.648359418,0.572858751,0.591772377,0.612626374,0.866048694,,,
600053,8/12/25,0.881779015,0.438736141,0.504262269,0.309051275,0.489962578,0.476282209,0.733125508,0.881779015,,,
600076,8/19/25,0.851350129,0.178454414,0.232325792,0.210289478,0.39748162,0.794454396,0.630525947,0.851350129,,,
600103,9/2/25,0.883068323,0.456311613,0.533654273,0.536562622,0.610433877,0.573743284,0.788366616,0.883068323,,,
600103,9/8/25,0.890738964,0.573743284,0.788366616,0.883068323,0.764701903,0.746163011,0.841985047,0.890738964,,,
600103,9/9/25,0.881778479,0.788366616,0.883068323,0.764701903,0.746163011,0.841985047,0.890738964,0.881778479,,,
600103,9/10/25,0.941057026,0.883068323,0.764701903,0.746163011,0.841985047,0.890738964,0.881778479,0.941057026,,,
600103,9/11/25,0.907960296,0.764701903,0.746163011,0.841985047,0.890738964,0.881778479,0.941057026,0.907960296,,,
600103,9/12/25,0.957886219,0.746163011,0.841985047,0.890738964,0.881778479,0.941057026,0.907960296,0.957886219,,,
600103,9/15/25,0.89209789,0.841985047,0.890738964,0.881778479,0.941057026,0.907960296,0.957886219,0.89209789,,,
700,9/17/25,0.863623381,0.67482543,0.603495955,0.651044786,0.58061868,0.558526576,0.798519194,0.863623381,1,7.2,
600110,7/31/25,0.873774767,0.58492887,0.583413124,0.557391942,0.752785742,0.6754511,0.5684672,0.873774767,,,
600110,8/15/25,0.863073826,0.654660642,0.64393115,0.701032102,0.608177483,0.756866157,0.725517511,0.863073826,,,
600110,8/18/25,0.886849284,0.64393115,0.701032102,0.608177483,0.756866157,0.725517511,0.863073826,0.886849284,,,
600110,8/19/25,0.940707564,0.701032102,0.608177483,0.756866157,0.725517511,0.863073826,0.886849284,0.940707564,,,
600110,9/9/25,0.866951168,0.775889337,0.626431465,0.609416962,0.760909915,0.815971911,0.718386889,0.866951168,,,
600113,8/18/25,0.87270546,0.632534683,0.675165355,0.739811897,0.824894667,0.698873997,0.791481674,0.87270546,,,
600113,8/19/25,0.86799705,0.675165355,0.739811897,0.824894667,0.698873997,0.791481674,0.87270546,0.86799705,,,
600117,7/21/25,0.881988823,0.251664191,0.309286386,0.287989527,0.322990149,0.370245099,0.474529773,0.881988823,,,
600117,7/22/25,0.942243576,0.309286386,0.287989527,0.322990149,0.370245099,0.474529773,0.881988823,0.942243576,,,
600117,7/23/25,0.935182989,0.287989527,0.322990149,0.370245099,0.474529773,0.881988823,0.942243576,0.935182989,,,
600117,7/28/25,0.90465188,0.474529773,0.881988823,0.942243576,0.935182989,0.756021798,0.784139931,0.90465188,,,
600117,7/29/25,0.935877502,0.881988823,0.942243576,0.935182989,0.756021798,0.784139931,0.90465188,0.935877502,,,
600117,7/30/25,0.884159088,0.942243576,0.935182989,0.756021798,0.784139931,0.90465188,0.935877502,0.884159088,,,
600117,7/31/25,0.857332528,0.935182989,0.756021798,0.784139931,0.90465188,0.935877502,0.884159088,0.857332528,,,
600118,8/28/25,0.851413727,0.180464908,0.223696858,0.244835049,0.487531185,0.700680792,0.69761622,0.851413727,,,
600152,7/7/25,0.875134945,0.840211093,0.896919787,0.790473044,0.767535508,0.705298185,0.745137095,0.875134945,,,
600156,8/21/25,0.899833143,0.484428048,0.494610161,0.502851427,0.480124354,0.620327294,0.844142914,0.899833143,,,
600156,8/22/25,0.857666671,0.494610161,0.502851427,0.480124354,0.620327294,0.844142914,0.899833143,0.857666671,,,
600156,8/28/25,0.864541411,0.844142914,0.899833143,0.857666671,0.832059681,0.799080849,0.799072742,0.864541411,,,
600162,9/16/25,0.906628191,0.234793603,0.434890419,0.30240041,0.310012698,0.81818974,0.752335727,0.906628191,,,
2617,9/17/25,0.853075743,0.804522097,0.74082303,0.778478444,0.736913502,0.737750113,0.689228952,0.853075743,2,7.2,
600172,8/13/25,0.917773008,0.695866942,0.647131622,0.55655092,0.468511462,0.847253501,0.680416107,0.917773008,,,
600173,9/9/25,0.905080855,0.255998462,0.270823687,0.360376686,0.628070176,0.502708256,0.810894907,0.905080855,,,
600173,9/10/25,0.921558797,0.270823687,0.360376686,0.628070176,0.502708256,0.810894907,0.905080855,0.921558797,,,
600173,9/11/25,0.875717402,0.360376686,0.628070176,0.502708256,0.810894907,0.905080855,0.921558797,0.875717402,,,
600173,9/15/25,0.919495285,0.502708256,0.810894907,0.905080855,0.921558797,0.875717402,0.781164944,0.919495285,,,
600173,9/16/25,0.901077092,0.810894907,0.905080855,0.921558797,0.875717402,0.781164944,0.919495285,0.901077092,,,
600190,7/1/25,0.911827505,0.055855982,0.055855982,0.055855982,0.055855982,0.055855982,0.777378798,0.911827505,,,
600191,7/4/25,0.854613543,0.468695819,0.531539559,0.420846462,0.556298912,0.578516424,0.571333766,0.854613543,,,
600192,7/1/25,0.910443723,0.333905995,0.460942626,0.619785547,0.696260035,0.675809205,0.842298031,0.910443723,,,
600192,7/2/25,0.934278071,0.460942626,0.619785547,0.696260035,0.675809205,0.842298031,0.910443723,0.934278071,,,
600192,7/4/25,0.867381811,0.696260035,0.675809205,0.842298031,0.910443723,0.934278071,0.832525969,0.867381811,,,
600192,8/13/25,0.852021992,0.810248494,0.752784967,0.709443748,0.666841567,0.685034811,0.630014777,0.852021992,,,
600203,8/4/25,0.881052256,0.733864963,0.779276192,0.824545145,0.73864609,0.684780836,0.657080293,0.881052256,,,
600203,8/5/25,0.896434188,0.779276192,0.824545145,0.73864609,0.684780836,0.657080293,0.881052256,0.896434188,,,
600203,8/6/25,0.934123993,0.824545145,0.73864609,0.684780836,0.657080293,0.881052256,0.896434188,0.934123993,,,
600203,8/7/25,0.922965884,0.73864609,0.684780836,0.657080293,0.881052256,0.896434188,0.934123993,0.922965884,,,
600203,8/13/25,0.906969965,0.896434188,0.934123993,0.922965884,0.838034093,0.731611371,0.674319148,0.906969965,,,
600208,8/7/25,0.909354985,0.399730593,0.647691846,0.482667476,0.425359398,0.440626204,0.582321405,0.909354985,,,
600208,8/8/25,0.909354985,0.647691846,0.482667476,0.425359398,0.440626204,0.582321405,0.909354985,0.909354985,,,
600208,8/11/25,0.909354985,0.482667476,0.425359398,0.440626204,0.582321405,0.909354985,0.909354985,0.909354985,,,
600208,8/12/25,0.909354985,0.425359398,0.440626204,0.582321405,0.909354985,0.909354985,0.909354985,0.909354985,,,
600218,8/20/25,0.907846034,0.273289025,0.313327789,0.26856938,0.261476099,0.342917383,0.802953839,0.907846034,,,
600230,7/18/25,0.873319924,0.337390423,0.247687116,0.421103984,0.681292832,0.613611758,0.756156266,0.873319924,,,
600230,7/22/25,0.862197399,0.421103984,0.681292832,0.613611758,0.756156266,0.873319924,0.766757786,0.862197399,,,
600246,8/11/25,0.908035994,0.520416737,0.524988413,0.475028127,0.481002033,0.443000227,0.829962015,0.908035994,,,
600246,8/12/25,0.866014361,0.524988413,0.475028127,0.481002033,0.443000227,0.829962015,0.908035994,0.866014361,,,
600246,8/18/25,0.923795879,0.829962015,0.908035994,0.866014361,0.786109388,0.695907593,0.775586724,0.923795879,,,
600246,8/19/25,0.853646874,0.908035994,0.866014361,0.786109388,0.695907593,0.775586724,0.923795879,0.853646874,,,
600246,8/20/25,0.904334843,0.866014361,0.786109388,0.695907593,0.775586724,0.923795879,0.853646874,0.904334843,,,
600250,7/2/25,0.861020625,0.539659739,0.632986009,0.86653012,0.838325858,0.751998127,0.701840341,0.861020625,,,
600250,7/3/25,0.85291636,0.632986009,0.86653012,0.838325858,0.751998127,0.701840341,0.861020625,0.85291636,,,
600250,7/7/25,0.883582234,0.838325858,0.751998127,0.701840341,0.861020625,0.85291636,0.8375054,0.883582234,,,
600250,7/10/25,0.878766,0.861020625,0.85291636,0.8375054,0.883582234,0.843179047,0.693966985,0.878766,,,
600255,8/15/25,0.917394161,0.702035606,0.722425044,0.718988061,0.725133836,0.695573628,0.762610853,0.917394161,,,
600268,7/22/25,0.925107241,0.709508717,0.604982078,0.687442183,0.621367812,0.486648351,0.810784101,0.925107241,,,
600288,7/25/25,0.880423665,0.386656225,0.412841767,0.459905297,0.535342932,0.590429425,0.819152057,0.880423665,,,
600319,7/1/25,0.919205844,0.385882258,0.591108859,0.658009708,0.461781591,0.513497829,0.748960495,0.919205844,,,
600319,7/2/25,0.936410725,0.591108859,0.658009708,0.461781591,0.513497829,0.748960495,0.919205844,0.936410725,,,
600326,7/21/25,0.945035219,0.56744808,0.671800554,0.704050422,0.657428622,0.789691329,0.70698911,0.945035219,,,
600326,7/22/25,0.960179448,0.671800554,0.704050422,0.657428622,0.789691329,0.70698911,0.945035219,0.960179448,,,
600326,7/23/25,0.965788484,0.704050422,0.657428622,0.789691329,0.70698911,0.945035219,0.960179448,0.965788484,,,
600326,7/24/25,0.935218751,0.657428622,0.789691329,0.70698911,0.945035219,0.960179448,0.965788484,0.935218751,,,
600330,9/4/25,0.880754232,0.516600549,0.626244903,0.72698909,0.829355001,0.820733726,0.837467492,0.880754232,,,
600330,9/5/25,0.871479034,0.626244903,0.72698909,0.829355001,0.820733726,0.837467492,0.880754232,0.871479034,,,
600338,7/22/25,0.874522507,0.363134593,0.425672144,0.560058057,0.512347043,0.359157354,0.693535089,0.874522507,,,
600351,7/24/25,0.8628636,0.375798166,0.367882103,0.345856994,0.555977523,0.506578267,0.742317021,0.8628636,,,
600353,7/1/25,0.889458179,0.686519146,0.738322556,0.635301352,0.613265216,0.629855931,0.751531482,0.889458179,,,
600353,7/9/25,0.88108474,0.889458179,0.813233674,0.75197655,0.686775923,0.612059712,0.652586222,0.88108474,,,
600376,9/5/25,0.878346682,0.274316967,0.320392579,0.327997178,0.262295336,0.772183657,0.820840061,0.878346682,,,
600376,9/8/25,0.858535767,0.320392579,0.327997178,0.262295336,0.772183657,0.820840061,0.878346682,0.858535767,,,
600376,9/12/25,0.850395501,0.820840061,0.878346682,0.858535767,0.647365332,0.698156357,0.81936115,0.850395501,,,
600376,9/15/25,0.945144892,0.878346682,0.858535767,0.647365332,0.698156357,0.81936115,0.850395501,0.945144892,,,
600376,9/16/25,0.945120633,0.858535767,0.647365332,0.698156357,0.81936115,0.850395501,0.945144892,0.945120633,,,
601136,9/17/25,0.858075798,0.626101136,0.596680045,0.641202748,0.559079289,0.417227536,0.751290679,0.858075798,1,7.2,
600392,7/21/25,0.890628576,0.737619281,0.638631642,0.656700075,0.753903985,0.696133077,0.793685853,0.890628576,,,
600400,8/18/25,0.878207862,0.296291113,0.278033763,0.299110025,0.287864149,0.500652969,0.487178236,0.878207862,,,
600400,8/19/25,0.915412962,0.278033763,0.299110025,0.287864149,0.500652969,0.487178236,0.878207862,0.915412962,,,
600400,9/2/25,0.863785923,0.618444681,0.482635736,0.353366643,0.394111782,0.370748013,0.497945666,0.863785923,,,
600408,7/30/25,0.876555502,0.717252553,0.701308191,0.649761915,0.625280142,0.518850148,0.48862502,0.876555502,,,
600410,8/7/25,0.907042921,0.616285384,0.776610136,0.700313926,0.733701229,0.77788043,0.812383592,0.907042921,,,
600410,8/11/25,0.921929717,0.700313926,0.733701229,0.77788043,0.812383592,0.907042921,0.822317719,0.921929717,,,
600410,8/12/25,0.911917925,0.733701229,0.77788043,0.812383592,0.907042921,0.822317719,0.921929717,0.911917925,,,
600410,8/13/25,0.862342119,0.77788043,0.812383592,0.907042921,0.822317719,0.921929717,0.911917925,0.862342119,,,
600410,8/14/25,0.878108919,0.812383592,0.907042921,0.822317719,0.921929717,0.911917925,0.862342119,0.878108919,,,
600421,8/6/25,0.882754087,0.197018057,0.164461851,0.139433235,0.119003981,0.255231559,0.653739929,0.882754087,,,
600423,7/4/25,0.872455001,0.670764446,0.634597003,0.579554439,0.549132764,0.499756396,0.477262706,0.872455001,,,
600425,8/11/25,0.917242944,0.285355836,0.264489055,0.292271107,0.326771766,0.413365245,0.815348208,0.917242944,,,
600446,7/11/25,0.87720263,0.473564774,0.642879903,0.548561275,0.586619258,0.792294323,0.643125176,0.87720263,,,
600475,7/4/25,0.900381446,0.20161286,0.182259053,0.236023694,0.274855435,0.203972518,0.76242131,0.900381446,,,
600475,7/7/25,0.914363265,0.182259053,0.236023694,0.274855435,0.203972518,0.76242131,0.900381446,0.914363265,,,
600475,7/8/25,0.877907574,0.236023694,0.274855435,0.203972518,0.76242131,0.900381446,0.914363265,0.877907574,,,
600475,7/9/25,0.885447681,0.274855435,0.203972518,0.76242131,0.900381446,0.914363265,0.877907574,0.885447681,,,
600475,7/10/25,0.915466011,0.203972518,0.76242131,0.900381446,0.914363265,0.877907574,0.885447681,0.915466011,,,
600475,8/8/25,0.866707444,0.199673504,0.153690264,0.331577629,0.686267436,0.840249419,0.785820901,0.866707444,,,
600495,8/11/25,0.871687233,0.29793784,0.348107427,0.387807995,0.63193047,0.467139959,0.676440477,0.871687233,,,
